
2023-11-14T21:08:14.237058, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -66 ,  1.4671999269270555 m 
2023-11-14T21:08:16.455729, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -63 ,  1.3317917407282822 m 
2023-11-14T21:08:17.566381, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -63 ,  1.3317917407282822 m 
2023-11-14T21:08:20.890983, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -63 ,  1.2906406130234607 m 
2023-11-14T21:08:21.996767, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -67 ,  1.3317917407282822 m 
2023-11-14T21:08:24.215157, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -62 ,  1.3068728078110823 m 
2023-11-14T21:08:26.427851, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -67 ,  1.345936578550669 m 
2023-11-14T21:08:27.536913, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -65 ,  1.317862625118223 m 
2023-11-14T21:08:28.647250, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -66 ,  1.3378272381307328 m 
2023-11-14T21:08:29.757357, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -62 ,  1.310978104594316 m 
2023-11-14T21:08:30.864907, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -65 ,  1.317862625118223 m 
2023-11-14T21:08:33.094027, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -62 ,  1.2987190575967582 m 
2023-11-14T21:08:36.427437, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -62 ,  1.272955212406758 m 
2023-11-14T21:08:38.645376, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59245, ! (321389), -62 ,  1.272955212406758 m 
