
2023-11-14T20:25:28.130371, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -57 ,  0.7083182641128207 m 
2023-11-14T20:25:30.329103, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -60 ,  0.918414103736242 m 
2023-11-14T20:25:31.430498, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -64 ,  1.0229863645671935 m 
2023-11-14T20:25:32.543591, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -64 ,  1.1440191694322768 m 
2023-11-14T20:25:34.750691, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -62 ,  1.1440191694322768 m 
2023-11-14T20:25:35.864252, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -57 ,  1.065628861438948 m 
2023-11-14T20:25:36.975117, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -67 ,  1.1052063765794804 m 
2023-11-14T20:25:38.077211, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -60 ,  1.0805551379313039 m 
2023-11-14T20:25:39.188715, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -66 ,  1.122179635927386 m 
2023-11-14T20:25:40.291403, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -61 ,  1.1160674853160084 m 
2023-11-14T20:25:41.401887, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -57 ,  1.0805551379313039 m 
2023-11-14T20:25:42.516161, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -69 ,  1.1150542468341018 m 
2023-11-14T20:25:44.727906, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -59 ,  1.0989534895328488 m 
2023-11-14T20:25:45.837734, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -71 ,  1.1320199282794283 m 
2023-11-14T20:25:46.944169, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -63 ,  1.1384934948847603 m 
