
2023-11-14T20:50:36.069, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -62 ,  1.1036374679912344 m 
2023-11-14T20:50:37.181, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  1.1608634758181613 m 
2023-11-14T20:50:40.394, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -64 ,  1.304146487863049 m 
2023-11-14T20:50:41.501, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  1.2906406130234607 m 
2023-11-14T20:50:42.606, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -58 ,  1.2244030792284728 m 
2023-11-14T20:50:43.712, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -58 ,  1.2034824853308415 m 
2023-11-14T20:50:45.924, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.1440191694322768 m 
2023-11-14T20:50:47.027, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.1010310528176195 m 
2023-11-14T20:50:48.129, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.1010310528176195 m 
2023-11-14T20:50:49.240, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -61 ,  1.0805551379313039 m 
2023-11-14T20:50:50.343, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -61 ,  1.0805551379313039 m 
2023-11-14T20:50:55.882, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0551886185548163 m 
2023-11-14T20:50:56.984, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0308674090865393 m 
2023-11-14T20:50:58.087, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0229863645671935 m 
2023-11-14T20:50:59.191, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0169333438152464 m 
2023-11-14T20:51:00.299, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0109467479391923 m 
2023-11-14T20:51:01.402, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -61 ,  1.0109467479391923 m 
2023-11-14T20:51:02.502, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0169333438152464 m 
2023-11-14T20:51:04.708, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0229863645671935 m 
2023-11-14T20:51:08.021, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0152161364525742 m 
2023-11-14T20:51:09.125, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0094604065680353 m 
2023-11-14T20:51:11.330, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  0.9925574184510373 m 
2023-11-14T20:51:15.761, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0000029444535818 m 
2023-11-14T20:51:16.866, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0000029444535818 m 
2023-11-14T20:51:17.967, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0075554254507684 m 
2023-11-14T20:51:19.074, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0152161364525742 m 
2023-11-14T20:51:20.184, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0094604065680353 m 
2023-11-14T20:51:21.283, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0028225228201184 m 
2023-11-14T20:51:22.386, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  0.9925574184510373 m 
2023-11-14T20:51:23.493, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  0.9933794567633252 m 
2023-11-14T20:51:24.597, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -62 ,  0.9933794567633252 m 
2023-11-14T20:51:25.700, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  1.0067953281330455 m 
2023-11-14T20:51:26.801, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  1.0229863645671935 m 
2023-11-14T20:51:29.020, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0340511488631587 m 
2023-11-14T20:51:31.226, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0396661167221901 m 
2023-11-14T20:51:35.645, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  1.0568467941475426 m 
2023-11-14T20:51:36.746, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  1.0745408485521613 m 
2023-11-14T20:51:38.950, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  1.1010310528176195 m 
2023-11-14T20:51:40.057, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.108004944828097 m 
2023-11-14T20:51:41.160, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.1150542468341018 m 
2023-11-14T20:51:44.465, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.1115201273766053 m 
2023-11-14T20:51:45.567, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0719812166899336 m 
2023-11-14T20:51:46.673, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0388605815721583 m 
2023-11-14T20:51:48.880, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  1.0635261683018915 m 
2023-11-14T20:51:49.980, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -63 ,  1.0805551379313039 m 
2023-11-14T20:51:51.083, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0805551379313039 m 
2023-11-14T20:51:53.302, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0738762109257565 m 
2023-11-14T20:51:54.403, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -60 ,  1.0685850098338328 m 
2023-11-14T20:51:55.504, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0453367409515502 m 
2023-11-14T20:51:56.613, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0229863645671935 m 
2023-11-14T20:51:57.712, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  4 ,59279, Up (321423), -59 ,  1.0180289344779136 m 
