
2023-11-08T20:55:13.395624, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -81 ,  4.355571016993204 m 
2023-11-08T20:55:15.593093, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -63 ,  2.2288852034096975 m 
2023-11-08T20:55:17.813545, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -59 ,  1.2138722464362082 m 
2023-11-08T20:55:18.916411, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -60 ,  1.1115201273766053 m 
2023-11-08T20:55:20.023316, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -82 ,  1.6786169856013875 m 
2023-11-08T20:55:21.133291, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -62 ,  1.5165807971457377 m 
2023-11-08T20:55:22.243893, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -63 ,  1.4480612883196868 m 
2023-11-08T20:55:23.348176, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -61 ,  1.3748845371363925 m 
2023-11-08T20:55:24.453920, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -67 ,  1.4004097659598655 m 
2023-11-08T20:55:25.553257, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -61 ,  1.20176446294289 m 
2023-11-08T20:55:26.666674, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -60 ,  1.1731439462392215 m 
2023-11-08T20:55:27.775114, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -62 ,  1.1694378162050816 m 
2023-11-08T20:55:28.886539, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -67 ,  1.2057792106625729 m 
2023-11-08T20:55:29.992177, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -64 ,  1.2138722464362082 m 
2023-11-08T20:55:31.101677, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -67 ,  1.2199979864578083 m 
2023-11-08T20:55:32.209234, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -60 ,  1.2026890708691766 m 
2023-11-08T20:55:33.319532, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -61 ,  1.170101626227443 m 
2023-11-08T20:55:34.430240, 7777772e-6b6b-6d63-6e2e-636f6d000001 ,  1 ,1, Gonna (321397), -66 ,  1.188158910274773 m 
